emp_no,dept_no,from_date,to_date
10765,d007,07-05-1994,08-05-1994
19962,d008,07-05-1994,24-01-1995
10765,d001,08-05-1994,11-05-1994
12706,d009,08-05-1994,01-01-9999
14317,d005,08-05-1994,01-01-9999
19451,d004,08-05-1994,15-11-1999
19721,d008,08-05-1994,01-01-9999
20348,d009,08-05-1994,17-06-2000
12490,d005,09-05-1994,01-01-9999
13545,d003,09-05-1994,01-01-9999
15270,d009,09-05-1994,01-01-9999
19798,d005,09-05-1994,01-01-9999
15048,d008,10-05-1994,10-03-1995
17368,d005,10-05-1994,01-01-9999
18489,d005,10-05-1994,01-01-9999
20146,d005,10-05-1994,01-01-9999
10969,d005,12-05-1994,01-01-9999
19141,d004,12-05-1994,10-03-1999
13321,d005,14-05-1994,05-08-1994
15231,d005,14-05-1994,01-01-9999
10783,d003,15-05-1994,01-01-9999
12652,d005,15-05-1994,01-01-9999
13092,d001,16-05-1994,01-01-9999
13151,d004,16-05-1994,01-01-9999
12859,d003,17-05-1994,01-01-9999
17511,d006,17-05-1994,01-01-9999
17382,d005,18-05-1994,01-01-9999
12726,d005,19-05-1994,01-01-9999
15841,d005,19-05-1994,01-01-9999
19426,d004,19-05-1994,01-01-9999
19120,d005,20-05-1994,01-01-9999
10044,d004,21-05-1994,01-01-9999
12639,d004,21-05-1994,01-01-9999
16021,d005,21-05-1994,01-01-9999
17587,d002,21-05-1994,01-01-9999
21167,d004,21-05-1994,01-12-1996
11492,d004,22-05-1994,01-01-9999
13578,d004,22-05-1994,13-04-1997
20127,d009,22-05-1994,01-01-9999
21159,d004,22-05-1994,01-01-9999
12747,d006,23-05-1994,04-02-2000
15456,d004,23-05-1994,01-01-9999
19983,d005,23-05-1994,01-01-9999
10794,d008,24-05-1994,01-01-9999
12424,d005,24-05-1994,01-01-9999
13347,d005,25-05-1994,01-01-9999
11079,d005,26-05-1994,01-01-9999
15251,d003,27-05-1994,01-01-9999
16217,d007,27-05-1994,01-01-9999
21583,d009,27-05-1994,01-01-9999
12725,d003,28-05-1994,01-01-9999
18086,d007,28-05-1994,21-05-2000
19574,d005,28-05-1994,03-03-1995
10375,d007,29-05-1994,01-01-9999
18860,d005,29-05-1994,13-02-1996
13325,d005,30-05-1994,01-01-9999
13901,d004,30-05-1994,01-01-9999
15341,d007,30-05-1994,01-01-9999
17625,d005,30-05-1994,04-12-2000
14205,d009,31-05-1994,01-01-9999
14256,d004,31-05-1994,31-05-1995
20228,d002,31-05-1994,13-01-2002
11575,d005,01-06-1994,01-01-9999
13034,d009,01-06-1994,01-01-9999
11179,d006,02-06-1994,01-01-9999
18385,d005,02-06-1994,01-01-9999
11384,d009,03-06-1994,01-01-9999
12618,d001,03-06-1994,01-01-9999
13936,d003,03-06-1994,01-01-9999
21027,d003,03-06-1994,01-01-9999
15402,d003,04-06-1994,01-01-9999
11078,d005,05-06-1994,01-01-9999
13388,d004,05-06-1994,01-01-9999
14122,d007,05-06-1994,01-01-9999
11032,d009,06-06-1994,15-12-2000
14172,d007,06-06-1994,01-01-9999
14548,d003,06-06-1994,01-01-9999
21369,d007,07-06-1994,01-01-9999
11096,d004,08-06-1994,01-01-9999
14763,d004,09-06-1994,01-01-9999
16581,d007,09-06-1994,01-01-9999
18040,d007,09-06-1994,01-01-9999
18469,d004,09-06-1994,01-01-9999
19303,d005,09-06-1994,19-07-1997
20601,d008,09-06-1994,19-10-1996
20823,d003,09-06-1994,19-07-2000
21189,d007,09-06-1994,01-01-9999
14631,d005,10-06-1994,01-01-9999
16413,d004,10-06-1994,01-01-9999
21247,d005,11-06-1994,01-01-9999
14552,d005,13-06-1994,01-01-9999
13899,d006,14-06-1994,30-06-1995
20463,d006,14-06-1994,24-11-1997
14305,d004,15-06-1994,01-01-9999
15970,d006,15-06-1994,13-07-1995
16942,d003,15-06-1994,01-01-9999
11957,d005,17-06-1994,01-01-9999
15143,d007,17-06-1994,01-01-9999
10319,d007,18-06-1994,01-01-9999
12215,d005,18-06-1994,01-01-9999
12252,d009,19-06-1994,01-01-9999
18170,d005,19-06-1994,15-08-1994
18210,d005,19-06-1994,01-01-9999
19219,d007,19-06-1994,01-01-9999
18598,d005,20-06-1994,01-01-9999
20187,d007,20-06-1994,01-01-9999
11119,d004,21-06-1994,23-10-1995
11777,d003,21-06-1994,01-01-9999
13248,d007,21-06-1994,22-07-1998
11556,d007,22-06-1994,01-01-9999
11846,d004,22-06-1994,01-01-9999
13254,d005,22-06-1994,20-01-1998
13351,d004,22-06-1994,01-01-9999
14159,d005,22-06-1994,08-12-1997
20656,d004,22-06-1994,01-01-9999
17428,d002,23-06-1994,14-09-1995
18312,d007,23-06-1994,01-01-9999
20439,d005,23-06-1994,01-01-9999
11379,d005,24-06-1994,01-01-9999
16643,d003,24-06-1994,01-01-9999
19321,d007,24-06-1994,22-07-1996
14607,d007,26-06-1994,01-01-9999
12656,d007,27-06-1994,17-05-1995
10197,d005,28-06-1994,01-01-9999
14181,d007,28-06-1994,01-01-9999
19763,d004,28-06-1994,01-01-9999
14343,d007,29-06-1994,01-01-9999
14956,d004,29-06-1994,01-01-9999
21294,d006,29-06-1994,01-01-9999
13663,d005,30-06-1994,12-02-1997
16757,d008,30-06-1994,30-08-1998
10180,d002,01-07-1994,01-01-9999
15478,d007,02-07-1994,01-01-9999
16137,d003,02-07-1994,01-01-9999
19749,d008,02-07-1994,01-01-9999
14915,d004,03-07-1994,01-01-9999
13753,d009,04-07-1994,19-07-1996
15392,d005,04-07-1994,01-01-9999
10458,d007,05-07-1994,01-01-9999
12176,d005,05-07-1994,01-01-9999
13760,d004,05-07-1994,09-02-1997
17282,d004,05-07-1994,16-09-1997
20094,d009,05-07-1994,01-01-9999
12269,d004,06-07-1994,31-03-2001
12567,d007,07-07-1994,01-01-9999
11250,d004,08-07-1994,01-01-9999
11583,d004,08-07-1994,30-08-1994
10488,d005,09-07-1994,18-11-1996
13980,d009,09-07-1994,01-01-9999
16745,d007,09-07-1994,01-01-9999
15601,d007,10-07-1994,01-01-9999
19926,d005,10-07-1994,01-01-9999
18456,d005,11-07-1994,10-03-2002
19897,d008,11-07-1994,01-01-9999
17313,d005,12-07-1994,01-01-9999
16128,d005,13-07-1994,01-01-9999
11783,d006,14-07-1994,01-01-9999
17964,d004,14-07-1994,07-12-1997
20037,d005,14-07-1994,01-01-9999
21026,d004,14-07-1994,01-01-9999
11938,d009,15-07-1994,19-10-2001
16292,d006,15-07-1994,01-01-9999
18388,d007,15-07-1994,27-12-1994
12366,d009,16-07-1994,20-01-2000
12704,d007,16-07-1994,01-01-9999
13438,d004,16-07-1994,01-01-9999
15526,d006,16-07-1994,01-01-9999
21490,d004,16-07-1994,01-01-9999
15225,d003,17-07-1994,01-01-9999
16409,d006,17-07-1994,01-01-9999
16679,d005,17-07-1994,10-02-2001
14382,d007,18-07-1994,01-01-9999
19000,d004,18-07-1994,01-01-1998
12595,d007,19-07-1994,01-01-9999
13909,d007,19-07-1994,22-05-1995
15873,d007,19-07-1994,01-01-9999
17951,d007,19-07-1994,27-08-2001
19868,d007,19-07-1994,01-01-9999
14523,d007,21-07-1994,01-01-9999
15383,d005,21-07-1994,01-01-9999
12356,d008,23-07-1994,01-01-9999
14104,d003,23-07-1994,01-01-9999
20684,d008,23-07-1994,01-01-9999
12063,d004,24-07-1994,01-01-9999
11335,d005,25-07-1994,01-01-9999
18592,d004,26-07-1994,19-07-1996
19208,d001,26-07-1994,26-11-1998
19627,d005,26-07-1994,04-03-2000
18415,d003,27-07-1994,01-01-9999
21205,d005,27-07-1994,01-01-9999
13261,d007,28-07-1994,12-10-2000
20948,d002,28-07-1994,01-01-9999
10673,d005,29-07-1994,18-11-1997
12708,d007,30-07-1994,01-01-9999
17391,d008,30-07-1994,01-01-9999
18112,d004,30-07-1994,01-01-9999
19686,d008,30-07-1994,01-01-9999
20155,d004,30-07-1994,01-01-9999
11428,d006,31-07-1994,04-07-1998
20643,d005,31-07-1994,01-01-9999
10780,d004,01-08-1994,18-08-1996
18647,d005,01-08-1994,28-06-1999
21763,d007,01-08-1994,01-01-9999
21788,d005,01-08-1994,31-10-1996
11232,d009,02-08-1994,01-01-9999
20073,d005,02-08-1994,01-01-9999
11072,d009,04-08-1994,15-01-1997
21494,d004,04-08-1994,01-01-9999
16167,d004,06-08-1994,11-07-1996
20994,d008,06-08-1994,01-01-9999
16417,d008,07-08-1994,01-01-9999
19800,d005,07-08-1994,01-01-9999
14933,d008,08-08-1994,20-02-1997
17272,d004,08-08-1994,01-01-9999
20417,d005,08-08-1994,01-01-9999
13767,d004,10-08-1994,01-01-9999
19948,d005,10-08-1994,28-09-1996
21430,d004,10-08-1994,07-06-1996
18524,d004,11-08-1994,01-01-9999
21185,d009,11-08-1994,01-01-9999
21421,d007,11-08-1994,01-01-9999
14486,d004,12-08-1994,01-01-9999
11089,d007,13-08-1994,01-01-9999
11455,d005,14-08-1994,13-09-1998
13609,d004,14-08-1994,01-01-9999
17876,d002,14-08-1994,01-01-9999
10259,d009,15-08-1994,06-01-1999
20926,d001,15-08-1994,01-01-9999
12096,d002,17-08-1994,01-01-9999
15229,d005,17-08-1994,01-01-9999
15289,d005,17-08-1994,01-01-9999
10712,d005,18-08-1994,01-01-9999
16530,d009,18-08-1994,01-01-9999
20982,d008,18-08-1994,10-03-1996
12960,d005,19-08-1994,25-08-2001
14703,d005,19-08-1994,01-01-9999
16361,d005,19-08-1994,01-01-9999
12721,d004,20-08-1994,28-07-2000
12752,d005,20-08-1994,01-01-9999
12777,d007,20-08-1994,01-01-9999
13491,d007,20-08-1994,01-01-9999
13568,d005,20-08-1994,01-01-9999
21662,d008,20-08-1994,01-01-9999
11117,d004,22-08-1994,01-01-9999
19522,d005,22-08-1994,01-01-9999
20871,d007,22-08-1994,12-06-2002
11014,d003,23-08-1994,01-01-9999
13689,d005,23-08-1994,01-01-9999
21253,d001,23-08-1994,18-07-1995
10585,d008,24-08-1994,01-01-9999
11129,d005,24-08-1994,16-08-1995
16554,d006,24-08-1994,01-01-9999
10557,d008,25-08-1994,01-01-9999
18409,d007,25-08-1994,01-01-9999
21596,d003,25-08-1994,01-01-9999
11552,d007,26-08-1994,25-11-1996
19348,d008,26-08-1994,01-01-9999
17986,d007,27-08-1994,01-01-9999
20704,d003,27-08-1994,01-01-9999
19284,d007,28-08-1994,06-04-1999
20351,d007,28-08-1994,01-01-9999
10288,d004,29-08-1994,01-01-9999
12165,d005,29-08-1994,01-01-9999
20880,d005,29-08-1994,01-01-9999
11132,d004,30-08-1994,01-01-9999
17181,d002,31-08-1994,01-01-9999
19664,d009,31-08-1994,01-01-9999
12175,d001,01-09-1994,01-01-9999
17068,d005,01-09-1994,14-04-1995
18398,d001,01-09-1994,01-01-9999
12769,d004,02-09-1994,01-01-9999
15118,d004,02-09-1994,01-01-9999
21740,d008,02-09-1994,01-01-9999
18016,d007,03-09-1994,01-01-9999
21070,d005,03-09-1994,01-01-9999
15379,d004,04-09-1994,01-01-9999
18954,d002,04-09-1994,01-01-9999
19417,d008,04-09-1994,01-01-9999
21475,d004,04-09-1994,01-01-9999
10369,d007,05-09-1994,01-01-9999
17221,d003,05-09-1994,18-03-1999
17180,d004,06-09-1994,01-01-9999
10810,d007,07-09-1994,01-01-9999
11398,d002,07-09-1994,01-01-9999
12074,d005,07-09-1994,01-01-9999
19133,d007,07-09-1994,01-01-9999
11469,d004,08-09-1994,01-01-9999
14917,d003,08-09-1994,01-01-9999
18380,d006,08-09-1994,01-01-9999
19340,d009,08-09-1994,01-01-9999
20305,d001,08-09-1994,01-01-9999
10932,d005,09-09-1994,01-01-9999
17662,d001,09-09-1994,01-01-9999
20249,d009,09-09-1994,01-01-9999
12840,d005,10-09-1994,01-01-9999
14232,d005,10-09-1994,01-01-9999
21274,d007,10-09-1994,01-01-9999
12434,d004,11-09-1994,01-01-9999
21097,d005,11-09-1994,16-10-1995
15116,d004,12-09-1994,01-01-9999
15608,d006,12-09-1994,30-12-1997
18038,d007,12-09-1994,16-03-1999
16624,d009,13-09-1994,18-06-1998
17578,d009,13-09-1994,01-01-9999
18241,d006,13-09-1994,21-01-1999
18735,d007,13-09-1994,01-01-9999
14571,d005,14-09-1994,01-01-9999
15247,d001,14-09-1994,01-01-9999
18063,d004,14-09-1994,01-01-9999
11807,d009,16-09-1994,01-01-9999
16306,d005,16-09-1994,01-01-9999
21755,d005,16-09-1994,01-01-9999
16436,d004,17-09-1994,01-01-9999
12135,d009,18-09-1994,03-06-1995
20193,d008,18-09-1994,01-01-9999
12887,d005,19-09-1994,01-01-9999
15581,d005,19-09-1994,01-07-2002
19111,d004,19-09-1994,22-10-2001
20683,d009,19-09-1994,01-01-9999
13436,d007,20-09-1994,08-12-1995
11518,d003,22-09-1994,01-01-9999
13376,d004,22-09-1994,01-01-9999
15300,d004,22-09-1994,01-01-9999
12557,d004,23-09-1994,01-01-9999
13719,d004,23-09-1994,01-01-9999
14254,d004,23-09-1994,14-11-1996
16791,d005,25-09-1994,01-01-9999
20017,d004,25-09-1994,01-01-9999
21568,d007,25-09-1994,29-06-2002
18376,d004,26-09-1994,01-01-9999
11433,d005,27-09-1994,01-01-9999
11606,d009,27-09-1994,01-01-9999
12894,d009,27-09-1994,01-01-9999
14490,d009,27-09-1994,01-01-9999
17923,d004,27-09-1994,01-01-9999
10080,d002,28-09-1994,09-07-1997
11633,d005,28-09-1994,01-01-9999
11923,d002,28-09-1994,01-01-9999
10078,d005,29-09-1994,01-01-9999
14477,d002,30-09-1994,01-01-9999
14601,d009,30-09-1994,01-01-9999
15031,d004,30-09-1994,01-01-9999
15699,d004,30-09-1994,01-01-9999
16726,d004,30-09-1994,04-11-1994
16748,d004,30-09-1994,10-05-1997
20851,d004,30-09-1994,01-01-9999
18438,d006,01-10-1994,01-01-9999
11886,d004,02-10-1994,01-01-9999
20088,d007,02-10-1994,10-01-1996
10427,d007,03-10-1994,01-01-9999
14361,d006,03-10-1994,01-05-1998
15558,d001,03-10-1994,01-01-9999
18538,d007,03-10-1994,01-01-9999
11713,d004,04-10-1994,05-09-1997
19079,d004,04-10-1994,22-10-1996
11680,d007,05-10-1994,01-01-9999
13657,d004,05-10-1994,01-01-9999
16352,d005,05-10-1994,03-08-1999
10213,d009,06-10-1994,01-01-9999
11912,d004,06-10-1994,01-01-9999
12467,d005,06-10-1994,07-01-1999
18058,d007,06-10-1994,01-01-9999
10618,d004,07-10-1994,01-01-9999
13780,d005,07-10-1994,04-02-1999
15197,d004,07-10-1994,01-01-9999
20307,d005,07-10-1994,01-01-9999
11605,d004,08-10-1994,24-05-2000
17723,d002,08-10-1994,01-01-9999
19598,d007,08-10-1994,01-01-9999
14578,d005,09-10-1994,01-01-9999
16949,d001,09-10-1994,28-04-1995
10313,d008,10-10-1994,01-01-9999
18362,d004,10-10-1994,17-02-1996
17531,d006,11-10-1994,02-09-1999
15531,d004,12-10-1994,01-01-9999
18413,d006,12-10-1994,01-01-9999
11585,d005,13-10-1994,01-01-9999
13114,d003,13-10-1994,01-01-9999
21102,d005,13-10-1994,01-01-9999
11391,d004,14-10-1994,01-01-9999
12002,d008,14-10-1994,26-09-1997
15190,d003,15-10-1994,01-01-9999
15707,d002,15-10-1994,13-04-1996
12846,d009,16-10-1994,15-01-2001
21416,d004,16-10-1994,01-01-9999
10935,d002,17-10-1994,01-01-9999
12415,d007,17-10-1994,10-10-1998
16285,d007,17-10-1994,01-01-9999
20810,d003,17-10-1994,01-01-9999
10631,d005,18-10-1994,01-01-9999
14337,d009,18-10-1994,13-01-1996
15354,d009,18-10-1994,01-01-9999
18850,d005,18-10-1994,01-01-9999
11044,d007,19-10-1994,01-01-9999
21046,d004,19-10-1994,01-01-9999
11658,d005,20-10-1994,01-01-9999
15652,d007,20-10-1994,22-02-2000
16221,d008,20-10-1994,25-10-2001
17928,d008,20-10-1994,01-01-9999
14968,d004,22-10-1994,06-06-1998
19358,d003,22-10-1994,05-05-1995
10219,d005,23-10-1994,01-01-9999
10444,d007,23-10-1994,01-01-9999
12185,d004,23-10-1994,01-01-9999
13119,d005,24-10-1994,01-01-9999
18740,d002,24-10-1994,01-01-9999
19613,d007,24-10-1994,11-03-1997
12845,d007,25-10-1994,01-01-9999
16245,d007,25-10-1994,01-01-9999
13107,d002,26-10-1994,01-01-9999
13962,d004,26-10-1994,01-01-9999
19242,d007,26-10-1994,01-01-9999
14572,d005,27-10-1994,01-01-9999
14738,d003,27-10-1994,04-03-1996
15688,d005,27-10-1994,01-01-9999
16700,d009,27-10-1994,01-01-9999
11688,d007,29-10-1994,01-01-9999
13733,d001,29-10-1994,26-10-1997
15823,d009,29-10-1994,01-01-9999
18697,d007,29-10-1994,23-06-1997
15091,d001,30-10-1994,01-01-9999
16915,d005,31-10-1994,01-01-9999
10227,d005,01-11-1994,01-01-9999
12213,d007,01-11-1994,01-01-9999
12684,d002,02-11-1994,29-05-1997
16594,d007,02-11-1994,20-07-2000
15375,d002,03-11-1994,01-01-9999
15977,d008,03-11-1994,01-01-9999
15036,d005,04-11-1994,01-01-9999
21389,d003,04-11-1994,01-01-9999
15758,d009,05-11-1994,01-01-9999
17774,d002,05-11-1994,01-01-9999
20761,d009,05-11-1994,01-01-9999
16265,d003,06-11-1994,01-01-9999
17488,d004,06-11-1994,01-01-9999
12701,d005,07-11-1994,12-04-2002
14351,d004,07-11-1994,01-01-9999
19894,d009,08-11-1994,01-01-9999
15882,d001,09-11-1994,01-01-9999
10638,d007,10-11-1994,01-01-9999
12936,d005,10-11-1994,01-01-9999
18328,d005,10-11-1994,01-01-9999
10785,d006,11-11-1994,01-01-9999
19513,d009,11-11-1994,01-01-9999
12242,d005,12-11-1994,01-01-9999
15388,d007,12-11-1994,04-05-2000
10053,d007,13-11-1994,01-01-9999
16373,d007,13-11-1994,19-05-1999
19649,d003,13-11-1994,01-01-9999
16279,d007,14-11-1994,01-01-9999
16284,d007,14-11-1994,01-01-9999
20798,d003,14-11-1994,01-01-9999
11791,d005,15-11-1994,01-01-9999
19198,d007,15-11-1994,01-01-9999
20530,d005,15-11-1994,01-01-9999
13080,d004,16-11-1994,01-01-9999
14068,d009,16-11-1994,01-01-9999
15676,d005,16-11-1994,01-01-9999
16160,d008,16-11-1994,01-01-9999
11208,d004,17-11-1994,01-01-9999
14570,d001,17-11-1994,01-01-9999
15634,d005,17-11-1994,01-01-9999
16029,d009,17-11-1994,01-01-9999
16240,d004,17-11-1994,01-01-9999
11219,d008,19-11-1994,01-01-9999
16118,d009,19-11-1994,01-01-9999
20793,d005,19-11-1994,01-01-9999
12353,d005,20-11-1994,01-01-9999
20915,d004,20-11-1994,01-01-9999
21605,d008,20-11-1994,12-09-1998
10851,d008,21-11-1994,01-01-9999
11936,d007,21-11-1994,01-01-9999
13892,d005,21-11-1994,01-01-9999
14743,d005,22-11-1994,01-01-9999
19189,d005,22-11-1994,01-01-9999
20974,d001,23-11-1994,01-01-9999
13067,d005,24-11-1994,01-01-9999
11245,d004,25-11-1994,01-01-9999
12401,d005,25-11-1994,01-01-9999
11892,d007,26-11-1994,01-01-9999
15166,d005,26-11-1994,16-06-1998
18266,d005,26-11-1994,01-01-9999
20454,d005,26-11-1994,01-01-9999
11888,d001,28-11-1994,01-01-9999
20775,d002,28-11-1994,18-01-1995
12169,d003,29-11-1994,01-01-9999
21150,d004,30-11-1994,22-11-1997
11944,d006,01-12-1994,01-01-9999
17130,d004,02-12-1994,11-10-1997
10281,d006,03-12-1994,01-01-9999
10609,d005,03-12-1994,01-01-9999
11665,d006,03-12-1994,01-01-9999
12118,d001,03-12-1994,01-01-9999
15301,d005,03-12-1994,01-01-9999
11594,d007,04-12-1994,01-01-9999
14101,d004,04-12-1994,01-01-9999
14691,d005,04-12-1994,01-01-9999
15474,d007,04-12-1994,01-01-9999
17392,d005,04-12-1994,01-01-9999
18536,d005,04-12-1994,01-01-9999
12543,d006,05-12-1994,01-01-9999
17719,d005,05-12-1994,27-05-1996
11182,d004,06-12-1994,01-01-9999
13242,d004,06-12-1994,01-01-9999
15703,d005,06-12-1994,01-01-9999
16330,d005,06-12-1994,30-09-2000
18365,d004,06-12-1994,01-01-9999
21742,d007,06-12-1994,01-01-9999
21090,d004,07-12-1994,01-01-9999
10698,d005,08-12-1994,01-01-9999
12023,d006,08-12-1994,01-01-9999
14845,d007,08-12-1994,01-01-9999
18746,d005,09-12-1994,01-01-9999
11186,d004,10-12-1994,01-01-9999
14986,d007,10-12-1994,01-01-9999
20739,d002,10-12-1994,01-01-9999
10465,d009,11-12-1994,01-01-9999
13196,d001,11-12-1994,01-01-9999
15233,d004,11-12-1994,03-01-1996
16457,d004,11-12-1994,01-01-9999
17832,d007,11-12-1994,17-11-1995
13287,d009,12-12-1994,01-01-9999
13791,d004,12-12-1994,01-01-9999
16048,d002,13-12-1994,01-01-9999
19266,d009,14-12-1994,01-01-9999
21219,d008,14-12-1994,01-01-9999
11311,d001,15-12-1994,01-01-9999
13128,d002,15-12-1994,01-01-9999
18609,d005,15-12-1994,01-01-9999
11629,d008,16-12-1994,01-01-9999
13217,d008,16-12-1994,01-01-9999
20475,d004,16-12-1994,01-01-9999
16213,d005,17-12-1994,01-01-9999
16458,d009,17-12-1994,01-01-9999
18847,d004,17-12-1994,01-01-9999
19969,d005,17-12-1994,01-01-9999
14654,d002,18-12-1994,01-01-9999
19842,d004,18-12-1994,14-12-1998
12741,d001,19-12-1994,19-08-1998
14142,d007,19-12-1994,01-01-9999
12818,d007,20-12-1994,06-07-1995
17781,d003,20-12-1994,01-01-9999
10732,d004,21-12-1994,01-01-9999
13054,d004,21-12-1994,01-01-9999
13519,d007,21-12-1994,07-09-1998
13989,d005,21-12-1994,01-01-9999
18828,d005,21-12-1994,01-01-9999
10176,d009,22-12-1994,01-01-9999
18677,d006,22-12-1994,16-08-1995
21598,d001,22-12-1994,01-01-9999
10077,d003,23-12-1994,01-01-9999
12906,d001,23-12-1994,01-01-9999
19082,d004,23-12-1994,01-01-9999
10286,d009,24-12-1994,24-01-1999
11588,d003,24-12-1994,12-06-1995
17633,d004,24-12-1994,30-11-1996
18822,d005,24-12-1994,12-12-1995
11111,d004,25-12-1994,01-01-9999
12287,d005,25-12-1994,01-01-9999
13382,d005,25-12-1994,01-01-9999
18655,d004,25-12-1994,20-07-2002
19010,d008,25-12-1994,01-01-9999
21013,d005,25-12-1994,01-01-9999
21270,d005,25-12-1994,01-01-9999
17569,d003,26-12-1994,01-01-9999
19384,d008,26-12-1994,13-07-1995
20804,d007,26-12-1994,09-10-2000
20883,d001,26-12-1994,01-01-9999
18616,d003,27-12-1994,14-06-2002
21608,d004,27-12-1994,01-01-9999
16878,d001,28-12-1994,01-01-9999
19880,d005,28-12-1994,01-01-9999
16389,d009,29-12-1994,01-01-9999
21491,d004,29-12-1994,01-01-9999
10775,d004,30-12-1994,17-03-1999
17526,d004,30-12-1994,01-01-9999
21149,d005,30-12-1994,01-01-9999
21701,d002,31-12-1994,01-01-9999
16220,d009,01-01-1995,01-01-9999
19785,d007,01-01-1995,22-08-1998
10102,d004,02-01-1995,01-01-9999
20383,d006,02-01-1995,26-08-1997
10422,d004,03-01-1995,30-09-1997
13706,d004,03-01-1995,20-12-1998
21059,d004,03-01-1995,22-07-1999
17054,d003,04-01-1995,01-01-9999
20093,d005,04-01-1995,01-01-9999
13404,d007,05-01-1995,26-05-1996
13674,d004,05-01-1995,01-01-9999
17764,d008,06-01-1995,01-01-9999
13703,d004,07-01-1995,21-02-1997
14139,d005,07-01-1995,26-12-1996
17949,d005,07-01-1995,01-01-9999
20850,d001,08-01-1995,01-01-9999
21438,d004,08-01-1995,01-01-9999
11566,d004,09-01-1995,01-01-9999
12751,d004,09-01-1995,17-09-1998
13453,d005,09-01-1995,01-01-9999
16257,d007,09-01-1995,01-01-9999
17480,d006,10-01-1995,01-01-9999
18483,d006,10-01-1995,01-01-9999
18755,d005,10-01-1995,01-01-9999
19221,d008,10-01-1995,01-01-9999
20003,d007,10-01-1995,06-01-1997
17245,d007,12-01-1995,01-01-9999
17517,d005,12-01-1995,01-01-9999
13323,d005,13-01-1995,02-04-2001
12834,d007,14-01-1995,01-01-9999
20227,d005,14-01-1995,01-01-9999
18739,d001,15-01-1995,01-01-9999
20198,d008,15-01-1995,01-01-9999
10846,d005,17-01-1995,03-04-1997
16145,d008,17-01-1995,01-01-9999
16103,d005,18-01-1995,01-01-9999
18103,d008,18-01-1995,01-01-9999
19827,d006,18-01-1995,18-11-2000
14031,d005,19-01-1995,01-01-9999
18337,d004,19-01-1995,01-01-9999
21341,d005,19-01-1995,11-04-1997
19110,d004,20-01-1995,01-01-9999
12409,d005,21-01-1995,06-11-1998
14471,d005,21-01-1995,01-01-9999
18067,d009,21-01-1995,01-01-9999
11852,d007,22-01-1995,01-01-9999
17524,d001,22-01-1995,01-01-9999
